store_phone,store_address,city,state,zip,store_email,sources_count,source1,source2,source3,source4,source5,source6,names_count,store_name,second_store_name,name3,name4,name5,name6,name7,name8,owners_count,owner_first_name1,owner_last_name1,owner_first_name2,owner_last_name2,other_emails_count,owner_email,other_owner_emails,websites_count,website,consolidated,fabrica,floorscapes,johanna,karastan,masland,mohawk,naics,wfca
(713) 640-0111,8433 GULF FWY,HOUSTON,TX,77017,,1,floorscapes,,,,,,1,JACKS CARPET INC,,,,,,,,0,,,,,0,,,1,http://www.jackscarpet.com/,,,X,,,,,,
(352) 330-0480,13553 N US HIGHWAY 441,LADY LAKE,FL,32159-8906,,1,floorscapes,,,,,,1,GREAT LAKES CARPET & TILE LLC,,,,,,,,0,,,,,0,,,1,http://www.greatlakescarpet.com/,,,X,,,,,,
(248) 437-7814,31250 S MILFORD RD,MILFORD,MI,48381,,1,floorscapes,,,,,,1,MC NABB DONALD E COMPANY INC,,,,,,,,0,,,,,0,,,1,http://www.demcnabb.com/,,,X,,,,,,
(510) 527-7320,D/B/A FLOOR STORE,RICHMOND,CA,94804-5827,,1,floorscapes,,,,,,1,FLOOR STORE INC,,,,,,,,0,,,,,0,,,1,http://www.floorstores.com/,,,X,,,,,,
(607) 797-7504,OUTLET INC,JOHNSON CITY,NY,13790,,1,floorscapes,,,,,,1,WAREHOUSE CARPET & FURNITURE,,,,,,,,0,,,,,0,,,1,http://www.warehousecpt.com/,,,X,,,,,,
(305) 591-1414,DOLPHIN CARPET & TILE,DORAL,FL,33122,,1,floorscapes,,,,,,1,JEK CARPET CORPORATION,,,,,,,,0,,,,,0,,,1,http://www.dolphincarpet.com/,,,X,,,,,,
(214) 631-1070,CC CARPET INC,DALLAS,TX,75247,,1,floorscapes,,,,,,1,C CARPET INC,,,,,,,,0,,,,,0,,,1,http://www.cccarpet.com,,,X,,,,,,
(561) 533-3980,500 INDUSTRIAL WAY,BOYNTON BEACH,FL,33426-8770,,1,floorscapes,,,,,,1,CAPITOL CARPET INC,,,,,,,,0,,,,,0,,,1,http://www.capitolcarpetandtile.com/,,,X,,,,,,
(616) 396-6276,11108 CHICAGO DR,ZEELAND,MI,49464,,1,floorscapes,,,,,,1,CARPET BONANZA INC/JDM,,,,,,,,0,,,,,0,,,1,http://www.carpetbonanza.com/,,,X,,,,,,
(989) 684-4888,1392 S VALLEY CENTER DR,BAY CITY,MI,48706,,1,floorscapes,,,,,,1,SUPREME CARPET SALES INC,,,,,,,,0,,,,,0,,,1,http://supremefloors.com/,,,X,,,,,,
(309) 834-4360,902 S ELDORADO RD,BLOOMINGTON,IL,61704,,1,floorscapes,,,,,,1,CARPET WEAVERS INC,,,,,,,,0,,,,,0,,,1,www.carpetweaversflooring.com,,,X,,,,,,
(407) 660-0840,THE FLOORING CENTER,ORLANDO,FL,32810,,1,floorscapes,,,,,,1,R-TWO CORPORATION,,,,,,,,0,,,,,0,,,1,http://www.flooringcenterorlando.com/,,,X,,,,,,
(770) 420-0300,1190 KENNESTONE CIR STE 130,MARIETTA,GA,30066,,1,floorscapes,,,,,,1,FLEMING CARPET DISTRIBUTORS,,,,,,,,0,,,,,0,,,1,http://www.flemingcarpet.com/,,,X,,,,,,
(325) 949-9361,35 BUICK ST,SAN ANGELO,TX,76901,,1,floorscapes,,,,,,1,STEAMOUT CARPET CLEANING,,,,,,,,0,,,,,0,,,1,http://www.floorstorebysteamout.com/,,,X,,,,,,
(910) 424-4017,5223 RAEFORD ST,FAYETTEVILLE,NC,28304,,1,floorscapes,,,,,,1,CAROLINA CARPET,,,,,,,,0,,,,,0,,,1,http://www.carolinacarpetfloors.com/,,,X,,,,,,
(702) 647-7380,8805 CLAYSTONE COURT,LAS VEGAS,NV,89129,,1,floorscapes,,,,,,1,BUDGET FLOORING,,,,,,,,0,,,,,0,,,1,http://budgetflooringlv.com/,,,X,,,,,,
(334) 272-2540,1640 N EASTERN BLVD,MONTGOMERY,AL,36117,,1,floorscapes,,,,,,1,CAROLS CARPET INC,,,,,,,,0,,,,,0,,,1,http://carolscarpet.com/,,,X,,,,,,
(703) 777-7805,LOUDOUN VALLEY FLOORS,PURCELLVILLE,VA,20132,,1,floorscapes,,,,,,1,LOUDOUN CARPET CARE,,,,,,,,0,,,,,0,,,1,http://www.loudounvalleyfloors.com/,,,X,,,,,,
(518) 563-3090,593 ROUTE 3,PLATTSBURGH,NY,12901,,1,floorscapes,,,,,,1,LEE APPLIANCE CO INC,,,,,,,,0,,,,,0,,,1,http://www.leeappliance.com/,,,X,,,,,,
(512) 873-3947,2601 MCHALE CT STE 140,AUSTIN,TX,78758,,1,floorscapes,,,,,,1,LANDERS FLOORING,,,,,,,,0,,,,,0,,,1,http://landerspremierflooring.com/,,,X,,,,,,
(845) 623-3343,T/A LEADER CARPET SALES,NANUET,NY,10954,,1,floorscapes,,,,,,1,THE MARKS ORGANIZATION,,,,,,,,0,,,,,0,,,1,http://www.leadercarpet.com/Home/tabid/6361/Default.aspx,,,X,,,,,,
(330) 478-8210,3564 LINCOLN WAY E,MASSILLON,OH,44646,,1,floorscapes,,,,,,1,CARPETIME INC,,,,,,,,0,,,,,0,,,1,www.carpetime.com,,,X,,,,,,
(830) 625-5262,710 LOOP 337,NEW BRAUNFELS,TX,78130,,1,floorscapes,,,,,,1,HOFFMANN FLOORS INC,,,,,,,,0,,,,,0,,,1,http://www.hoffmannfloors.com,,,X,,,,,,
(703) 765-5800,6224 RICHMOND HWY,ALEXANDRIA,VA,22303-2438,,1,floorscapes,,,,,,1,RICKS DISC CPT &FLR COV,,,,,,,,0,,,,,0,,,1,http://www.rickscarpetandflooring.com/,,,X,,,,,,
(203) 723-3697,562 RUBBER AVENUE,NAUGATUCK,CT,6770,,1,floorscapes,,,,,,1,VALLEY FLOOR COVERING,,,,,,,,0,,,,,0,,,1,http://valleyfloorcoveringct.com/,,,X,,,,,,
(912) 756-6686,9366 FORD AVE,RICHMOND HILL,GA,31324,,1,floorscapes,,,,,,1,D & F CARPET STORE PLUS,,,,,,,,0,,,,,0,,,1,http://carpetstoreplus.com/,,,X,,,,,,
(626) 820-0055,16438 VALLEY BLVD,LA PUENTE,CA,91744,,1,floorscapes,,,,,,1,CARPET KING INC,,,,,,,,0,,,,,0,,,1,http://www.carpetkingla.com/en/index.html,,,X,,,,,,
(440) 986-6246,DBA:JAMIE'S CARPETSHOP-AMHERST,SOUTH AMHERST,OH,44001,,1,floorscapes,,,,,,1,JAMIES CARPETSHOP INC,,,,,,,,0,,,,,0,,,1,http://www.jamiescarpetshop.com/,,,X,,,,,,
(402) 845-5924,101 W PLUM,DONIPHAN,NE,68832,,1,floorscapes,,,,,,1,B & B GENERAL STORE,,,,,,,,0,,,,,0,,,1,http://www.bandbcarpet.com/,,,X,,,,,,
(260) 745-5397,1828 S ANTHONY BLVD,FORT WAYNE,IN,46803-3606,,1,floorscapes,,,,,,1,JACK LAURIE FLOORS LLC,,,,,,,,0,,,,,0,,,1,http://www.jacklauriegroup.com,,,X,,,,,,
(410) 213-3923,FLOOR GALLERY LLC,OCEAN CITY,MD,21842,,1,floorscapes,,,,,,1,OCEAN CITY FLOOR GALLERY,,,,,,,,0,,,,,0,,,1,http://www.ocfloorgallery.com/,,,X,,,,,,
(360) 683-3434,141 N 7TH AVE,SEQUIM,WA,98382,,1,floorscapes,,,,,,1,STRAIT FLOORS,,,,,,,,0,,,,,0,,,1,http://straitfloors.com/,,,X,,,,,,
(850) 224-4985,1940 THOMASVILLE RD,TALLAHASSEE,FL,32303,,1,floorscapes,,,,,,1,SOUTHERN FLOORING & DESIGN LLC,,,,,,,,0,,,,,0,,,1,http://www.southernflooring.net/,,,X,,,,,,
(406) 587-7747,1891 BOOT HILL CT,BOZEMAN,MT,59715-7245,,1,floorscapes,,,,,,1,THE FLOORING PLACE,,,,,,,,0,,,,,0,,,1,www.theflooringplace.net/,,,X,,,,,,
(662) 234-4522,2 COUNTY ROAD 2050,OXFORD,MS,38655,,1,floorscapes,,,,,,1,STOUTS CARPET INC,,,,,,,,0,,,,,0,,,1,www.stoutscarpets.com,,,X,,,,,,
(217) 787-7060,(HARD SURFACE ONLY),SPRINGFIELD,IL,62704,,1,floorscapes,,,,,,1,CARPET WEAVERS,,,,,,,,0,,,,,0,,,1,http://www.cwfloorcare.com/,,,X,,,,,,
(585) 352-2117,4655 RIDGE RD W,SPENCERPORT,NY,14559,,1,floorscapes,,,,,,1,SAIL-ON CARPETS INC,,,,,,,,0,,,,,0,,,1,http://www.sailoncarpets.com,,,X,,,,,,
(508) 583-3502,71 MANLEY ST,BROCKTON,MA,2301,,1,floorscapes,,,,,,1,PARAMOUNT RUG COMPANY INC,,,,,,,,0,,,,,0,,,1,http://www.paramountrug.com/,,,X,,,,,,
(928) 774-4670,HIGHLANDS FLOOR COVERINGS,FLAGSTAFF,AZ,86004,,1,floorscapes,,,,,,2,FURR HENDRON ENTERPRISES,INC.,,,,,,,0,,,,,0,,,1,http://www.highlandsfloorcoverings.com/,,,X,,,,,,
(301) 231-1735,1488 ROCKVILLE PIKE STE E,ROCKVILLE,MD,20852,,1,floorscapes,,,,,,1,CARPET & FLOOR EXPRESS INC,,,,,,,,0,,,,,0,,,1,http://www.carpetandfloorexpress.com/,,,X,,,,,,
(269) 962-2622,MICHIGAN TILE & CARPET CO INC,BATTLE CREEK,MI,49015,,1,floorscapes,,,,,,1,CALHOUN TILE & CARPET,,,,,,,,0,,,,,0,,,1,http://www.michtile.com/,,,X,,,,,,
(830) 981-1849,29157 INTERSTATE 10 W,BOERNE,TX,78006-9125,,1,floorscapes,,,,,,1,COUTURE FLOORS,,,,,,,,0,,,,,0,,,1,http://www.couturefloors.com/,,,X,,,,,,
(706) 812-2005,GERALD KEMP,LA GRANGE,GA,30240,,1,floorscapes,,,,,,1,KEMPS CARPETS,,,,,,,,0,,,,,0,,,1,http://www.daltonwest.com/,,,X,,,,,,
(814) 695-5111,851 PLANK RD,DUNCANSVILLE,PA,16635,,1,floorscapes,,,,,,1,DE GOL ORGANIZATION THE LP,,,,,,,,0,,,,,0,,,1,http://www.degolcarpet.com,,,X,,,,,,
(610) 258-8394,BILLING ACCT ONLY,EASTON,PA,18042,,2,floorscapes,floorscapes,,,,,2,FUNCH INC,BAER INC,,,,,,,0,,,,,0,,,1,http://craftrugmills.biz/,,,X,,,,,,
(504) 835-5696,MANDEVILLE STORE,METAIRIE,LA,70001,,2,floorscapes,floorscapes,,,,,2,JIM OWENS CARPET CORP,JIM OWENS CARPET CORP,,,,,,,0,,,,,0,,,1,http://www.jimowensflooring.com/,,,X,,,,,,
(573) 459-9648,4358 ORCHARD RD,NEW HAVEN,MO,63068,,1,floorscapes,,,,,,1,SMILIN' SAM'S INC.,,,,,,,,0,,,,,0,,,1,http://www.smilinsams.net/,,,X,,,,,,
(260) 925-5999,927 COUNTY ROAD 12,CORUNNA,IN,46730-9746,,1,floorscapes,,,,,,1,JIMELLE INC,,,,,,,,0,,,,,0,,,1,http://www.jimelleflooring.com,,,X,,,,,,
(630) 236-6220,1051 FRONTENAC RD,NAPERVILLE,IL,60563,,1,floorscapes,,,,,,1,GREAT WESTERN FLOORING CO,,,,,,,,0,,,,,0,,,1,http://www.greatwesternflooring.com/,,,X,,,,,,
(660) 826-6014,3103 ERIKA AVE,SEDALIA,MO,65302,,1,floorscapes,,,,,,1,DUGAN PAINTS INC,,,,,,,,0,,,,,0,,,1,www.duganpaints.com,,,X,,,,,,
(956) 421-1362,2422 S EXPRESSWAY 83,HARLINGEN,TX,78552,,1,floorscapes,,,,,,1,AMERICAN CARPET,,,,,,,,0,,,,,0,,,1,http://www.intercarpets.com,,,X,,,,,,
(716) 675-5919,2926 TRANSIT RD,WEST SENECA,NY,14224,,1,floorscapes,,,,,,1,CARPET CASTLE INC,,,,,,,,0,,,,,0,,,1,www.flooringcastle.com/,,,X,,,,,,
(574) 269-9444,DBA WHITE'S FLOORING,WARSAW,IN,46580,,1,floorscapes,,,,,,1,HARPENAU ENTERPRISES INC,,,,,,,,0,,,,,0,,,1,http://whitesflooring.com/,,,X,,,,,,
(302) 732-2333,NORTH MAIN ST,DAGSBORO,DE,19939,,1,floorscapes,,,,,,1,DAGSBORO PAINT & WALLPAPER,,,,,,,,0,,,,,0,,,1,http://www.dagsboropaint.com/,,,X,,,,,,
(309) 693-3730,8113 N KNOXVILLE AVE,PEORIA,IL,61615,,1,floorscapes,,,,,,1,CARPET WEAVERS - PEORIA,,,,,,,,0,,,,,0,,,1,http://www.carpetweaversflooring.com/,,,X,,,,,,
(704) 372-2748,4312 MONROE RD,CHARLOTTE,NC,28205,,1,floorscapes,,,,,,2,HUGHES FLOORCOVERING, INC.,,,,,,,0,,,,,0,,,1,www.hughesfloorcovering.com,,,X,,,,,,
(252) 726-6273,4044 ARENDELL ST,MOREHEAD CITY,NC,28557,,1,floorscapes,,,,,,1,EASTMAN CARPETS INC,,,,,,,,0,,,,,0,,,1,http://www.eastmancarpet.com/,,,X,,,,,,
(360) 658-8012,14219 SMOKEY PT BLVD BLDG 16,ARLINGTON,WA,98223,,1,floorscapes,,,,,,2,FINISHING TOUCH PNW, INC,,,,,,,0,,,,,0,,,1,http://www.finishingtouchpnw.com/,,,X,,,,,,
(217) 398-8180,616 W MARKETVIEW DR,CHAMPAIGN,IL,61822,,1,floorscapes,,,,,,1,CARPET WEAVERS - BROWNBEE,,,,,,,,0,,,,,0,,,1,http://www.carpetweaversflooring.com/,,,X,,,,,,
(520) 296-6541,APOLLO FLOORING,TUCSON,AZ,85712,,1,floorscapes,,,,,,1,FURNITURE DISTRIBUTORS INC,,,,,,,,0,,,,,0,,,1,http://www.apolloflooring.com/,,,X,,,,,,
(806) 792-2384,4015 34TH ST,LUBBOCK,TX,79410,,1,floorscapes,,,,,,1,LUBBOCK CARPET WORLD I INC,,,,,,,,0,,,,,0,,,1,http://www.lubbockcarpetworld.com/,,,X,,,,,,
(608) 757-7115,2600 MORSE ST,JANESVILLE,WI,53545,,1,floorscapes,,,,,,1,FLOORING & MORE INC,,,,,,,,0,,,,,0,,,1,www.flooringandmoreinc.com,,,X,,,,,,
(502) 241-1879,6546 W HIGHWAY 146,CRESTWOOD,KY,40014,,1,floorscapes,,,,,,2,FABULOUS FLOORS, INC,,,,,,,0,,,,,0,,,1,http://www.fabulousfloors.biz/contact-us/,,,X,,,,,,
(425) 778-8112,542 MAIN ST,EDMONDS,WA,98020,,1,floorscapes,,,,,,1,RELIABLE FLOOR COVERING INC,,,,,,,,0,,,,,0,,,1,www.reliablefloorcoverings.com,,,X,,,,,,
(843) 569-9732,1718 N MAIN ST,SUMMERVILLE,SC,29483,,1,floorscapes,,,,,,1,WILSON CARPET PLUS INC,,,,,,,,0,,,,,0,,,1,http://www.wilsonscarpetplus.com/,,,X,,,,,,
(517) 782-2197,109 S ELM ST,JACKSON,MI,49203-1914,,1,floorscapes,,,,,,1,CHRISTOFF & SONS FLOOR COV,,,,,,,,0,,,,,0,,,1,http://www.christoffs.com/,,,X,,,,,,
(323) 870-0378,11143 W WASHINGTON BLVD,CULVER CITY,CA,90232,,1,floorscapes,,,,,,1,CARPET U S A,,,,,,,,0,,,,,0,,,1,www.carpetusa.com,,,X,,,,,,
(575) 523-3063,MALOOLY GEORGETTE,LAS CRUCES,NM,88005,,1,floorscapes,,,,,,1,MALOOLY'S CARPET CITY,,,,,,,,0,,,,,0,,,1,www.maloolys.com/,,,X,,,,,,
(973) 884-4206,CARPET MILL OUTLET,EAST HANOVER,NJ,7936,,1,floorscapes,,,,,,1,PBK CARPET CORP,,,,,,,,0,,,,,0,,,1,http://ecarpetmill.com/,,,X,,,,,,
(732) 536-6313,520 RT 9 N,MANALAPAN,NJ,7726,,1,floorscapes,,,,,,1,GREATWAY CARPETS INC,,,,,,,,0,,,,,0,,,1,http://www.greatwaycarpets.com/,,,X,,,,,,
(209) 577-7564,VERISSIMO DAVID,MODESTO,CA,95356,,1,floorscapes,,,,,,1,RAYS CARPETS,,,,,,,,0,,,,,0,,,1,http://www.rayscarpets.com/,,,X,,,,,,
(802) 223-3717,3998 ROUTE 2  BOX 56,EAST MONTPELIER,VT,5651,,1,floorscapes,,,,,,1,DELAIRS CARPET BARN INC,,,,,,,,0,,,,,0,,,1,http://delairscarpetbarn.com/,,,X,,,,,,
(309) 346-6368,105 N 14TH ST,PEKIN,IL,61554,,1,floorscapes,,,,,,1,VONDERHEIDE FLOOR COVERING,,,,,,,,0,,,,,0,,,1,http://www.vonderheide-flooring.com/index.php,,,X,,,,,,
(608) 526-6338,1551 SOUTH HOLMEN DR,HOLMEN,WI,54636-0128,,1,floorscapes,,,,,,1,INTERIOR DESIGN INC,,,,,,,,0,,,,,0,,,1,http://interiordesignswi.com,,,X,,,,,,
(530) 273-3371,PREMIER FLOORCOVERING,GRASS VALLEY,CA,95945,,1,floorscapes,,,,,,1,CARPET II INC.,,,,,,,,0,,,,,0,,,1,http://www.premierfloors-gv.com/,,,X,,,,,,
(304) 232-2227,3527 JACOB ST,WHEELING,WV,26003,,1,floorscapes,,,,,,1,CARPET SHOWCASE,,,,,,,,0,,,,,0,,,1,http://www.carpetshowcasellc.com/,,,X,,,,,,
(507) 345-5700,219 S VICTORY DR,MANKATO,MN,56001,,1,floorscapes,,,,,,1,INDEPENDENT PAINT & FLOORING,,,,,,,,0,,,,,0,,,1,http://independentpaintandflooring.com/,,,X,,,,,,
